comparison,pathway,detection_state,gene,vanilla_delta_score,genept_delta_score,vanilla_supporting_rank,genept_supporting_rank,vanilla_absolute_rank,genept_absolute_rank,vanilla_absolute_percentile,genept_absolute_percentile,absolute_percentile_difference_genept_minus_vanilla
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,CMAS,0.0,0.597022601631597,18.5,23.0,47.5,35.0,0.08823529411764706,0.3333333333333333,0.24509803921568624
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,CTSA,1.56998515721956,1.39474137672003,1.0,6.5,3.0,7.5,0.9607843137254902,0.8725490196078431,-0.08823529411764708
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,DHDDS,-0.518835066685553,1.39474137672003,37.5,6.5,20.5,7.5,0.6176470588235294,0.8725490196078431,0.2549019607843137
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,DOLK,0.240102422075751,-0.318249621790182,10.5,39.5,39.5,39.5,0.24509803921568626,0.24509803921568626,0.0
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,DOLPP1,-0.252952641982712,-0.649723343432027,28.0,44.0,32.0,28.0,0.39215686274509803,0.47058823529411764,0.0784313725490196
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,DPM1,1.25136439886414,0.875906310034476,2.5,15.5,4.5,20.5,0.9313725490196079,0.6176470588235294,-0.3137254901960784
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,DPM2,-0.518835066685553,0.597022601631597,37.5,23.0,20.5,35.0,0.6176470588235294,0.3333333333333333,-0.2843137254901961
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,DPM3,-1.71299099851021,1.86218473115944,51.0,4.5,2.0,5.5,0.9803921568627451,0.9117647058823529,-0.06862745098039214
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,FPGT,-0.252952641982712,0.875906310034476,28.0,15.5,32.0,20.5,0.39215686274509803,0.6176470588235294,0.2254901960784314
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,FUOM,0.884249328833414,2.46869146721756,4.5,2.5,10.5,3.5,0.8137254901960784,0.9509803921568627,0.13725490196078427
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,GFPT1,-0.252952641982712,-0.649723343432027,28.0,44.0,32.0,28.0,0.39215686274509803,0.47058823529411764,0.0784313725490196
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,GFPT2,0.0,0.0,18.5,36.0,47.5,50.0,0.08823529411764706,0.0392156862745098,-0.04901960784313726
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,GLB1,-0.518835066685553,-0.994464497200023,37.5,48.5,20.5,15.5,0.6176470588235294,0.7156862745098039,0.0980392156862745
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,GMDS,-1.08966816710008,2.46869146721756,48.5,2.5,7.5,3.5,0.8725490196078431,0.9509803921568627,0.07843137254901955
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,GMPPA,-1.08966816710008,0.875906310034476,48.5,15.5,7.5,20.5,0.8725490196078431,0.6176470588235294,-0.2549019607843137
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,GMPPB,0.240102422075751,0.305073209619947,10.5,30.0,39.5,44.0,0.24509803921568626,0.1568627450980392,-0.08823529411764705
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,GNE,0.240102422075751,0.305073209619947,10.5,30.0,39.5,44.0,0.24509803921568626,0.1568627450980392,-0.08823529411764705
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,GNPNAT1,-0.252952641982712,-0.649723343432027,28.0,44.0,32.0,28.0,0.39215686274509803,0.47058823529411764,0.0784313725490196
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,MPI,-0.518835066685553,0.875906310034476,37.5,15.5,20.5,20.5,0.6176470588235294,0.6176470588235294,0.0
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,MVD,0.240102422075751,-0.649723343432027,10.5,44.0,39.5,28.0,0.24509803921568626,0.47058823529411764,0.22549019607843138
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,NAGK,0.0,0.597022601631597,18.5,23.0,47.5,35.0,0.08823529411764706,0.3333333333333333,0.24509803921568624
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,NANP,-0.518835066685553,-1.35251254144416,37.5,50.5,20.5,9.5,0.6176470588235294,0.8333333333333334,0.21568627450980393
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,NANS,-0.797718775088431,-3.34351489940009,44.5,52.0,13.5,2.0,0.7549019607843137,0.9803921568627451,0.22549019607843135
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,NEU1,0.0,0.597022601631597,18.5,23.0,47.5,35.0,0.08823529411764706,0.3333333333333333,0.24509803921568624
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,NEU3,-0.797718775088431,0.305073209619947,44.5,30.0,13.5,44.0,0.7549019607843137,0.1568627450980392,-0.5980392156862745
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,NPL,-0.252952641982712,0.875906310034476,28.0,15.5,32.0,20.5,0.39215686274509803,0.6176470588235294,0.2254901960784314
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,NUDT14,0.0,0.305073209619947,18.5,30.0,47.5,44.0,0.08823529411764706,0.1568627450980392,0.06862745098039215
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,NUS1,0.467443354439411,1.14178873473732,6.5,9.5,26.5,12.5,0.5,0.7745098039215687,0.27450980392156865
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,PGM3,-1.08966816710008,0.305073209619947,48.5,30.0,7.5,44.0,0.8725490196078431,0.1568627450980392,-0.7156862745098039
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,PMM1,-0.252952641982712,-0.649723343432027,28.0,44.0,32.0,28.0,0.39215686274509803,0.47058823529411764,0.0784313725490196
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,PMM2,0.467443354439411,1.14178873473732,6.5,9.5,26.5,12.5,0.5,0.7745098039215687,0.27450980392156865
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,RENBP,0.240102422075751,0.305073209619947,10.5,30.0,39.5,44.0,0.24509803921568626,0.1568627450980392,-0.08823529411764705
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,SLC17A5,0.0,0.597022601631597,18.5,23.0,47.5,35.0,0.08823529411764706,0.3333333333333333,0.24509803921568624
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,SLC35A1,-0.797718775088431,0.0,44.5,36.0,13.5,50.0,0.7549019607843137,0.0392156862745098,-0.7156862745098039
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,SLC35C1,0.240102422075751,-1.35251254144416,10.5,50.5,39.5,9.5,0.24509803921568626,0.8333333333333334,0.5882352941176471
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,SRD5A3,-0.518835066685553,0.305073209619947,37.5,30.0,20.5,44.0,0.6176470588235294,0.1568627450980392,-0.4607843137254902
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,ST3GAL1,1.25136439886414,0.875906310034476,2.5,15.5,4.5,20.5,0.9313725490196079,0.6176470588235294,-0.3137254901960784
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,ST3GAL2,-0.518835066685553,0.597022601631597,37.5,23.0,20.5,35.0,0.6176470588235294,0.3333333333333333,-0.2843137254901961
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,ST3GAL3,-0.518835066685553,-0.318249621790182,37.5,39.5,20.5,39.5,0.6176470588235294,0.24509803921568626,-0.37254901960784315
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,ST3GAL4,-0.252952641982712,1.14178873473732,28.0,9.5,32.0,12.5,0.39215686274509803,0.7745098039215687,0.3823529411764706
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,ST3GAL5,-0.518835066685553,-0.994464497200023,37.5,48.5,20.5,15.5,0.6176470588235294,0.7156862745098039,0.0980392156862745
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,ST6GAL1,-1.08966816710008,0.597022601631597,48.5,23.0,7.5,35.0,0.8725490196078431,0.3333333333333333,-0.5392156862745099
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,ST6GALNAC3,0.0,-0.649723343432027,18.5,44.0,47.5,28.0,0.08823529411764706,0.47058823529411764,0.38235294117647056
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,ST6GALNAC4,-0.252952641982712,0.0,28.0,36.0,32.0,50.0,0.39215686274509803,0.0392156862745098,-0.3529411764705882
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,ST6GALNAC6,-0.518835066685553,0.875906310034476,37.5,15.5,20.5,20.5,0.6176470588235294,0.6176470588235294,0.0
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,ST8SIA1,0.0,-0.649723343432027,18.5,44.0,47.5,28.0,0.08823529411764706,0.47058823529411764,0.38235294117647056
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,ST8SIA4,-0.797718775088431,1.14178873473732,44.5,9.5,13.5,12.5,0.7549019607843137,0.7745098039215687,0.019607843137254943
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,ST8SIA6,0.0,0.0,18.5,36.0,47.5,50.0,0.08823529411764706,0.0392156862745098,-0.04901960784313726
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,TSTA3,0.884249328833414,3.56016143184134,4.5,1.0,10.5,1.0,0.8137254901960784,1.0,0.18627450980392157
cd4_12h_vs_24h,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,GenePT-only significant,UAP1,-2.38920587392005,1.86218473115944,52.0,4.5,1.0,5.5,1.0,0.9117647058823529,-0.08823529411764708
cd4_12h_vs_24h,REACTOME_TRIGLYCERIDE_METABOLISM,Vanilla-only significant,ABHD5,0.623322831410129,-1.14178873473732,12.0,19.0,12.0,8.0,0.5,0.6818181818181818,0.18181818181818177
cd4_12h_vs_24h,REACTOME_TRIGLYCERIDE_METABOLISM,Vanilla-only significant,CAV1,0.0,0.252952641982712,20.0,7.5,21.0,16.5,0.09090909090909091,0.29545454545454547,0.20454545454545456
cd4_12h_vs_24h,REACTOME_TRIGLYCERIDE_METABOLISM,Vanilla-only significant,DGAT1,2.18043435294962,0.0,2.5,11.5,2.5,20.5,0.9318181818181818,0.11363636363636363,-0.8181818181818181
cd4_12h_vs_24h,REACTOME_TRIGLYCERIDE_METABOLISM,Vanilla-only significant,DGAT2,0.623322831410129,-0.836715525117369,12.0,17.0,12.0,11.0,0.5,0.5454545454545454,0.045454545454545414
cd4_12h_vs_24h,REACTOME_TRIGLYCERIDE_METABOLISM,Vanilla-only significant,FABP3,0.0,0.0,20.0,11.5,21.0,20.5,0.09090909090909091,0.11363636363636363,0.02272727272727272
cd4_12h_vs_24h,REACTOME_TRIGLYCERIDE_METABOLISM,Vanilla-only significant,FABP5,0.915272223421779,1.50431704084686,8.0,2.0,8.0,4.0,0.6818181818181818,0.8636363636363636,0.18181818181818188
cd4_12h_vs_24h,REACTOME_TRIGLYCERIDE_METABOLISM,Vanilla-only significant,GK,1.71299099851021,-1.4600383565275,4.0,20.5,4.0,5.5,0.8636363636363636,0.7954545454545454,-0.06818181818181823
cd4_12h_vs_24h,REACTOME_TRIGLYCERIDE_METABOLISM,Vanilla-only significant,GPAM,0.915272223421779,1.32690273248024,8.0,3.0,8.0,7.0,0.6818181818181818,0.7272727272727273,0.045454545454545525
cd4_12h_vs_24h,REACTOME_TRIGLYCERIDE_METABOLISM,Vanilla-only significant,GPAT2,0.318249621790182,0.935074608498154,16.0,4.0,17.0,9.0,0.2727272727272727,0.6363636363636364,0.36363636363636365
cd4_12h_vs_24h,REACTOME_TRIGLYCERIDE_METABOLISM,Vanilla-only significant,GPD2,0.623322831410129,0.493055064058463,12.0,5.5,12.0,13.5,0.5,0.4318181818181818,-0.06818181818181818
cd4_12h_vs_24h,REACTOME_TRIGLYCERIDE_METABOLISM,Vanilla-only significant,LIPE,0.623322831410129,-0.836715525117369,12.0,17.0,12.0,11.0,0.5,0.5454545454545454,0.045454545454545414
cd4_12h_vs_24h,REACTOME_TRIGLYCERIDE_METABOLISM,Vanilla-only significant,LPIN1,1.4600383565275,-2.49430127618147,5.0,23.0,5.0,1.0,0.8181818181818182,1.0,0.18181818181818177
cd4_12h_vs_24h,REACTOME_TRIGLYCERIDE_METABOLISM,Vanilla-only significant,LPIN2,0.623322831410129,-1.4600383565275,12.0,20.5,12.0,5.5,0.5,0.7954545454545454,0.2954545454545454
cd4_12h_vs_24h,REACTOME_TRIGLYCERIDE_METABOLISM,Vanilla-only significant,LPIN3,0.0,0.0,20.0,11.5,21.0,20.5,0.09090909090909091,0.11363636363636363,0.02272727272727272
cd4_12h_vs_24h,REACTOME_TRIGLYCERIDE_METABOLISM,Vanilla-only significant,MGLL,0.0,0.0,20.0,11.5,21.0,20.5,0.09090909090909091,0.11363636363636363,0.02272727272727272
cd4_12h_vs_24h,REACTOME_TRIGLYCERIDE_METABOLISM,Vanilla-only significant,PLIN1,0.0,0.0,20.0,11.5,21.0,20.5,0.09090909090909091,0.11363636363636363,0.02272727272727272
cd4_12h_vs_24h,REACTOME_TRIGLYCERIDE_METABOLISM,Vanilla-only significant,PLIN3,0.915272223421779,0.252952641982712,8.0,7.5,8.0,16.5,0.6818181818181818,0.29545454545454547,-0.3863636363636363
cd4_12h_vs_24h,REACTOME_TRIGLYCERIDE_METABOLISM,Vanilla-only significant,PNPLA4,1.19415593182466,0.493055064058463,6.0,5.5,6.0,13.5,0.7727272727272727,0.4318181818181818,-0.3409090909090909
cd4_12h_vs_24h,REACTOME_TRIGLYCERIDE_METABOLISM,Vanilla-only significant,PPP1CA,2.96435539737435,1.66960272965875,1.0,1.0,1.0,3.0,1.0,0.9090909090909091,-0.09090909090909094
cd4_12h_vs_24h,REACTOME_TRIGLYCERIDE_METABOLISM,Vanilla-only significant,PPP1CB,0.318249621790182,-1.79151207816934,16.0,22.0,17.0,2.0,0.2727272727272727,0.9545454545454546,0.6818181818181819
cd4_12h_vs_24h,REACTOME_TRIGLYCERIDE_METABOLISM,Vanilla-only significant,PPP1CC,2.18043435294962,0.0,2.5,11.5,2.5,20.5,0.9318181818181818,0.11363636363636363,-0.8181818181818181
cd4_12h_vs_24h,REACTOME_TRIGLYCERIDE_METABOLISM,Vanilla-only significant,PRKACA,0.318249621790182,-0.26588242470284,16.0,15.0,17.0,15.0,0.2727272727272727,0.36363636363636365,0.09090909090909094
cd4_12h_vs_24h,REACTOME_TRIGLYCERIDE_METABOLISM,Vanilla-only significant,PRKACB,-0.331473721641845,-0.836715525117369,23.0,17.0,15.0,11.0,0.36363636363636365,0.5454545454545454,0.18181818181818177
cd4_0h_vs_24h,KEGG_ETHER_LIPID_METABOLISM,Vanilla-only significant,AGPS,-1.15433043387586,0.0,19.0,6.5,3.0,17.5,0.8888888888888888,0.08333333333333333,-0.8055555555555555
cd4_0h_vs_24h,KEGG_ETHER_LIPID_METABOLISM,Vanilla-only significant,CHPT1,0.702789198012129,-0.570833100414529,3.5,11.5,6.5,9.5,0.6944444444444444,0.5277777777777778,-0.16666666666666663
cd4_0h_vs_24h,KEGG_ETHER_LIPID_METABOLISM,Vanilla-only significant,ENPP2,0.0,0.518835066685553,9.0,2.0,17.0,11.0,0.1111111111111111,0.4444444444444444,0.3333333333333333
cd4_0h_vs_24h,KEGG_ETHER_LIPID_METABOLISM,Vanilla-only significant,JMJD7-PLA2G4B,0.0,0.26588242470284,9.0,3.5,17.0,14.5,0.1111111111111111,0.25,0.1388888888888889
cd4_0h_vs_24h,KEGG_ETHER_LIPID_METABOLISM,Vanilla-only significant,LPCAT1,-0.371390940196559,-0.570833100414529,14.0,11.5,10.0,9.5,0.5,0.5277777777777778,0.02777777777777779
cd4_0h_vs_24h,KEGG_ETHER_LIPID_METABOLISM,Vanilla-only significant,LPCAT2,-0.756157697788396,-0.875906310034476,17.5,14.5,4.5,6.5,0.8055555555555556,0.6944444444444444,-0.11111111111111116
cd4_0h_vs_24h,KEGG_ETHER_LIPID_METABOLISM,Vanilla-only significant,LPCAT4,-0.371390940196559,-2.22841885147863,14.0,19.0,10.0,2.0,0.5,0.9444444444444444,0.4444444444444444
cd4_0h_vs_24h,KEGG_ETHER_LIPID_METABOLISM,Vanilla-only significant,PAFAH1B1,2.74725391816418,0.0,2.0,6.5,2.0,17.5,0.9444444444444444,0.08333333333333333,-0.861111111111111
cd4_0h_vs_24h,KEGG_ETHER_LIPID_METABOLISM,Vanilla-only significant,PAFAH1B2,0.358048044244133,0.26588242470284,5.5,3.5,13.5,14.5,0.3055555555555556,0.25,-0.05555555555555558
cd4_0h_vs_24h,KEGG_ETHER_LIPID_METABOLISM,Vanilla-only significant,PAFAH1B3,4.99956150880479,2.84815956442039,1.0,1.0,1.0,1.0,1.0,1.0,0.0
cd4_0h_vs_24h,KEGG_ETHER_LIPID_METABOLISM,Vanilla-only significant,PAFAH2,0.702789198012129,-0.875906310034476,3.5,14.5,6.5,6.5,0.6944444444444444,0.6944444444444444,0.0
cd4_0h_vs_24h,KEGG_ETHER_LIPID_METABOLISM,Vanilla-only significant,PLA2G12A,-0.371390940196559,-1.5256296534665,14.0,17.0,10.0,4.0,0.5,0.8333333333333334,0.33333333333333337
cd4_0h_vs_24h,KEGG_ETHER_LIPID_METABOLISM,Vanilla-only significant,PLA2G1B,-0.371390940196559,-0.278883708402879,14.0,9.5,10.0,12.5,0.5,0.3611111111111111,-0.1388888888888889
cd4_0h_vs_24h,KEGG_ETHER_LIPID_METABOLISM,Vanilla-only significant,PLA2G4A,0.0,0.0,9.0,6.5,17.0,17.5,0.1111111111111111,0.08333333333333333,-0.027777777777777776
cd4_0h_vs_24h,KEGG_ETHER_LIPID_METABOLISM,Vanilla-only significant,PLA2G4B,0.0,-0.875906310034476,9.0,14.5,17.0,6.5,0.1111111111111111,0.6944444444444444,0.5833333333333333
cd4_0h_vs_24h,KEGG_ETHER_LIPID_METABOLISM,Vanilla-only significant,PLA2G6,-0.756157697788396,-1.8703708072345,17.5,18.0,4.5,3.0,0.8055555555555556,0.8888888888888888,0.08333333333333326
cd4_0h_vs_24h,KEGG_ETHER_LIPID_METABOLISM,Vanilla-only significant,PLD2,-0.371390940196559,-0.278883708402879,14.0,9.5,10.0,12.5,0.5,0.3611111111111111,-0.1388888888888889
cd4_0h_vs_24h,KEGG_ETHER_LIPID_METABOLISM,Vanilla-only significant,PLPP1,0.358048044244133,-0.875906310034476,5.5,14.5,13.5,6.5,0.3055555555555556,0.6944444444444444,0.38888888888888884
cd4_0h_vs_24h,KEGG_ETHER_LIPID_METABOLISM,Vanilla-only significant,PLPP2,0.0,0.0,9.0,6.5,17.0,17.5,0.1111111111111111,0.08333333333333333,-0.027777777777777776
cd4_0h_vs_24h,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,Vanilla-only significant,B3GALT6,1.87166886558596,0.493055064058463,4.0,10.5,4.0,11.5,0.8235294117647058,0.38235294117647056,-0.4411764705882353
cd4_0h_vs_24h,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,Vanilla-only significant,B3GAT2,0.0,0.720395996422123,16.5,9.0,16.5,10.0,0.08823529411764706,0.47058823529411764,0.38235294117647056
cd4_0h_vs_24h,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,Vanilla-only significant,B3GAT3,2.96313883020974,1.50431704084686,1.0,2.0,1.0,2.0,1.0,0.9411764705882353,-0.05882352941176472
cd4_0h_vs_24h,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,Vanilla-only significant,B4GALT7,2.04908317395257,1.50431704084686,2.5,2.0,2.5,2.0,0.9117647058823529,0.9411764705882353,0.02941176470588236
cd4_0h_vs_24h,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,Vanilla-only significant,CHPF,0.797718775088431,0.935074608498154,9.5,7.5,9.5,7.5,0.5,0.6176470588235294,0.11764705882352944
cd4_0h_vs_24h,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,Vanilla-only significant,CHPF2,0.797718775088431,0.935074608498154,9.5,7.5,9.5,7.5,0.5,0.6176470588235294,0.11764705882352944
cd4_0h_vs_24h,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,Vanilla-only significant,CHST11,1.26516212952784,0.252952641982712,7.5,13.0,7.5,15.0,0.6176470588235294,0.17647058823529413,-0.4411764705882353
cd4_0h_vs_24h,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,Vanilla-only significant,CHST12,2.04908317395257,1.32690273248024,2.5,4.5,2.5,4.5,0.9117647058823529,0.7941176470588235,-0.11764705882352944
cd4_0h_vs_24h,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,Vanilla-only significant,CHST14,0.278883708402879,-0.836715525117369,13.5,18.0,13.5,9.0,0.2647058823529412,0.5294117647058824,0.2647058823529412
cd4_0h_vs_24h,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,Vanilla-only significant,CHST3,0.0,0.0,16.5,15.5,16.5,17.5,0.08823529411764706,0.029411764705882353,-0.05882352941176471
cd4_0h_vs_24h,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,Vanilla-only significant,CHST7,0.544766133105719,0.493055064058463,11.5,10.5,11.5,11.5,0.38235294117647056,0.38235294117647056,0.0
cd4_0h_vs_24h,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,Vanilla-only significant,CHSY1,1.68196810392185,1.50431704084686,5.5,2.0,5.5,2.0,0.7352941176470589,0.9411764705882353,0.2058823529411764
cd4_0h_vs_24h,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,Vanilla-only significant,CSGALNACT1,1.68196810392185,0.0,5.5,15.5,5.5,17.5,0.7352941176470589,0.029411764705882353,-0.7058823529411765
cd4_0h_vs_24h,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,Vanilla-only significant,CSGALNACT2,0.544766133105719,1.32690273248024,11.5,4.5,11.5,4.5,0.38235294117647056,0.7941176470588235,0.4117647058823529
cd4_0h_vs_24h,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,Vanilla-only significant,DSE,0.0,1.13720197081613,16.5,6.0,16.5,6.0,0.08823529411764706,0.7058823529411765,0.6176470588235294
cd4_0h_vs_24h,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,Vanilla-only significant,UST,0.0,-0.26588242470284,16.5,17.0,16.5,13.0,0.08823529411764706,0.29411764705882354,0.20588235294117646
cd4_0h_vs_24h,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,Vanilla-only significant,XYLT1,1.26516212952784,0.252952641982712,7.5,13.0,7.5,15.0,0.6176470588235294,0.17647058823529413,-0.4411764705882353
cd4_0h_vs_24h,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,Vanilla-only significant,XYLT2,0.278883708402879,0.252952641982712,13.5,13.0,13.5,15.0,0.2647058823529412,0.17647058823529413,-0.08823529411764705
